population_group,measure,location,sex,age,metric,year,val,upper,lower
All Population,Life expectancy,Global,Both,50-54 years,Years,1985,25.261968873443315,25.386495081058793,25.12604153667009
All Population,Life expectancy,Global,Male,50-54 years,Years,1990,23.611791397316736,23.797103218499437,23.414840546822198
All Population,Life expectancy,Global,Female,50-54 years,Years,1990,27.87960156884846,28.054946245061736,27.703996897082323
All Population,Life expectancy,Global,Both,50-54 years,Years,1990,25.730563637881314,25.855339355829862,25.589783320525097
All Population,Life expectancy,Global,Male,50-54 years,Years,1995,24.041756977103994,24.218345473251166,23.850175360112477
All Population,Life expectancy,Global,Female,50-54 years,Years,1995,28.327984291451983,28.50150133966565,28.15160279106183
All Population,Life expectancy,Global,Both,50-54 years,Years,1995,26.161009608999148,26.29835493962679,26.029941192198752
All Population,Life expectancy,Global,Male,50-54 years,Years,2000,24.78663936986909,24.925310937146104,24.637205588922804
All Population,Life expectancy,Global,Female,50-54 years,Years,2000,28.94590931641168,29.07451409933951,28.80979774668314
All Population,Life expectancy,Global,Both,50-54 years,Years,2000,26.848322573134855,26.94878455129687,26.74326419501975
All Population,Life expectancy,Global,Male,50-54 years,Years,2005,25.666823770446825,25.8290702879606,25.50911138002151
All Population,Life expectancy,Global,Female,50-54 years,Years,2005,29.800841119617168,29.942908464979705,29.660709422636348
All Population,Life expectancy,Global,Both,50-54 years,Years,2005,27.719539460642203,27.826651557229823,27.609672855529084
All Population,Life expectancy,Global,Male,50-54 years,Years,2010,26.565141555713005,26.70943463125269,26.427192777305972
All Population,Life expectancy,Global,Female,50-54 years,Years,2010,30.68019650672994,30.797462518448594,30.561547848150582
All Population,Life expectancy,Global,Both,50-54 years,Years,2010,28.612088800359874,28.700839951153192,28.517321078184672
All Population,Life expectancy,Global,Male,50-54 years,Years,2015,27.45286743167944,27.571093213328787,27.33423090865277
All Population,Life expectancy,Global,Female,50-54 years,Years,2015,31.301438016648756,31.42135896390868,31.184045395229543
All Population,Life expectancy,Global,Both,50-54 years,Years,2015,29.37763860293548,29.459684484112852,29.294475945628335
All Population,Life expectancy,Global,Male,50-54 years,Years,2020,27.236958134702295,27.297949804095612,27.18294367466629
All Population,Life expectancy,Global,Female,50-54 years,Years,2020,31.346523935427786,31.398004606213338,31.29386148212632
All Population,Life expectancy,Global,Both,50-54 years,Years,2020,29.271445060799266,29.31089013915854,29.233471820301528
All Population,Life expectancy,Global,Male,50-54 years,Years,2023,28.25546682013238,28.58531844251057,27.920289909563778
All Population,Life expectancy,Global,Female,50-54 years,Years,2023,31.957160761526676,32.26654820767742,31.65852190007756
All Population,Life expectancy,Global,Both,50-54 years,Years,2023,30.1098724955958,30.33668353457736,29.87608751457653
All Population,Life expectancy,Global,Male,55-59 years,Years,1950,15.714422284253004,16.016990939688363,15.361343230507467
All Population,Life expectancy,Global,Female,55-59 years,Years,1950,18.59761910768652,18.90765760515704,18.27565144528969
All Population,Life expectancy,Global,Both,55-59 years,Years,1950,17.137141533307755,17.358850167027335,16.894530781179753
All Population,Life expectancy,Global,Male,55-59 years,Years,1955,16.448296183788017,16.65325110583229,16.215801792895093
All Population,Life expectancy,Global,Female,55-59 years,Years,1955,19.501799759411753,19.716265543237,19.30191710437866
All Population,Life expectancy,Global,Both,55-59 years,Years,1955,17.978830833531116,18.141437532187744,17.81640412959626
All Population,Life expectancy,Global,Male,55-59 years,Years,1960,16.013964503661004,16.382953328048735,15.517937858824242
All Population,Life expectancy,Global,Female,55-59 years,Years,1960,19.038391652954346,19.557433250509106,18.252361116699465
All Population,Life expectancy,Global,Both,55-59 years,Years,1960,17.54365693541119,17.975855340851897,16.91106735196034
All Population,Life expectancy,Global,Male,55-59 years,Years,1965,17.257818019375275,17.439635585363206,17.046284784845135
All Population,Life expectancy,Global,Female,55-59 years,Years,1965,20.674344673203052,20.865837424907163,20.47503995577092
All Population,Life expectancy,Global,Both,55-59 years,Years,1965,18.99557912941152,19.133428537098172,18.848092362108336
All Population,Life expectancy,Global,Male,55-59 years,Years,1970,17.5781842577373,17.772937823819376,17.382302744683823
All Population,Life expectancy,Global,Female,55-59 years,Years,1970,21.09363953459053,21.285530092888774,20.900594748135372
All Population,Life expectancy,Global,Both,55-59 years,Years,1970,19.368854222451997,19.50592735469226,19.22871952779264
All Population,Life expectancy,Global,Male,55-59 years,Years,1975,18.0647737034525,18.233127907689486,17.86966494805007
All Population,Life expectancy,Global,Female,55-59 years,Years,1975,21.726239443320623,21.91656281766682,21.53895594416
All Population,Life expectancy,Global,Both,55-59 years,Years,1975,19.92695588523408,20.053702315511728,19.796618502797923
All Population,Life expectancy,Global,Male,55-59 years,Years,1980,18.71298921310584,18.89509006513789,18.54083186278203
All Population,Life expectancy,Global,Female,55-59 years,Years,1980,22.45810805075324,22.639924201121186,22.277530958206466
All Population,Life expectancy,Global,Both,55-59 years,Years,1980,20.620128505904113,20.74895002174145,20.48884613450821
All Population,Life expectancy,Global,Male,55-59 years,Years,1985,19.40050320288897,19.578837013093345,19.210020887268477
All Population,Life expectancy,Global,Female,55-59 years,Years,1985,23.214238973562892,23.381025338492492,23.026815366157887
All Population,Life expectancy,Global,Both,55-59 years,Years,1985,21.335836263153375,21.460836771312447,21.201657079176105
All Population,Life expectancy,Global,Male,55-59 years,Years,1990,19.802629513408462,19.98519485314001,19.60608681443592
All Population,Life expectancy,Global,Female,55-59 years,Years,1990,23.713903916057316,23.879762361775747,23.537590229296065
All Population,Life expectancy,Global,Both,55-59 years,Years,1990,21.769698421517376,21.894790010566002,21.627462500350102
All Population,Life expectancy,Global,Male,55-59 years,Years,1995,20.207088308703526,20.392346761296434,20.01290535855014
All Population,Life expectancy,Global,Female,55-59 years,Years,1995,24.144288471045126,24.31386044557046,23.964859920298107
All Population,Life expectancy,Global,Both,55-59 years,Years,1995,22.177187420925843,22.309663315297037,22.044840308932386
All Population,Life expectancy,Global,Male,55-59 years,Years,2000,20.928876490145356,21.06593321179558,20.78641899960784
All Population,Life expectancy,Global,Female,55-59 years,Years,2000,24.71857745198789,24.845389143938064,24.588690619712008
All Population,Life expectancy,Global,Both,55-59 years,Years,2000,22.82941105909486,22.92887439175654,22.72795567267812
All Population,Life expectancy,Global,Male,55-59 years,Years,2005,21.80811392934393,21.971233400708233,21.648738053596393
All Population,Life expectancy,Global,Female,55-59 years,Years,2005,25.530713362308866,25.67032335891851,25.38878939893815
All Population,Life expectancy,Global,Both,55-59 years,Years,2005,23.67736200775192,23.789115046461827,23.57209178343715
All Population,Life expectancy,Global,Male,55-59 years,Years,2010,22.64151552963936,22.778273146767198,22.501565604390287
All Population,Life expectancy,Global,Female,55-59 years,Years,2010,26.36596478061847,26.4869989874084,26.251111495740883
All Population,Life expectancy,Global,Both,55-59 years,Years,2010,24.512804444910564,24.59824019875879,24.41838179612161
All Population,Life expectancy,Global,Male,55-59 years,Years,2015,23.446611611573026,23.563413724718618,23.32691405242044
All Population,Life expectancy,Global,Female,55-59 years,Years,2015,26.969116367172692,27.086779007515077,26.85704120998338
All Population,Life expectancy,Global,Both,55-59 years,Years,2015,25.222823173562713,25.30609118287184,25.14020262817026
All Population,Life expectancy,Global,Male,55-59 years,Years,2020,23.214965357927802,23.27252942289108,23.163383737473016
All Population,Life expectancy,Global,Female,55-59 years,Years,2020,27.002154279585728,27.049913452272325,26.951143093643736
All Population,Life expectancy,Global,Both,55-59 years,Years,2020,25.10370661128328,25.1420477592722,25.066999513007854
All Population,Life expectancy,Global,Male,55-59 years,Years,2023,24.17771569406118,24.509222896140372,23.86077513922766
All Population,Life expectancy,Global,Female,55-59 years,Years,2023,27.59531593160986,27.908882240991936,27.283982183256857
All Population,Life expectancy,Global,Both,55-59 years,Years,2023,25.903091150318954,26.14065933840815,25.674328686435427
All Population,Life expectancy,Global,Male,60-64 years,Years,1950,12.593569236709858,12.908556943164347,12.249938725564775
All Population,Life expectancy,Global,Female,60-64 years,Years,1950,14.903556069362253,15.20723646583474,14.591053001678839
All Population,Life expectancy,Global,Both,60-64 years,Years,1950,13.753979363541104,13.969029274341981,13.527296324274023
All Population,Life expectancy,Global,Male,60-64 years,Years,1955,13.236837034832352,13.456400450652673,13.012847676200906
All Population,Life expectancy,Global,Female,60-64 years,Years,1955,15.74392173725104,15.962449078854895,15.54852272094785
All Population,Life expectancy,Global,Both,60-64 years,Years,1955,14.518486009351689,14.670425019248588,14.35904386086974
All Population,Life expectancy,Global,Male,60-64 years,Years,1960,13.114968697265729,13.364856442657999,12.817355437956142
All Population,Life expectancy,Global,Female,60-64 years,Years,1960,15.660498108826513,15.976492500845026,15.24828685095199
All Population,Life expectancy,Global,Both,60-64 years,Years,1960,14.429757054804549,14.682456063322588,14.095257482166268
All Population,Life expectancy,Global,Male,60-64 years,Years,1965,13.96585688524281,14.141648633566446,13.779074036233247
All Population,Life expectancy,Global,Female,60-64 years,Years,1965,16.856716891930006,17.04718512617552,16.657538761415193
All Population,Life expectancy,Global,Both,60-64 years,Years,1965,15.465691638161784,15.597677444055329,15.329292475137112
All Population,Life expectancy,Global,Male,60-64 years,Years,1970,14.262624709040526,14.451967933896452,14.077156089249199
All Population,Life expectancy,Global,Female,60-64 years,Years,1970,17.267483287413977,17.46058683766543,17.081101478121568
All Population,Life expectancy,Global,Both,60-64 years,Years,1970,15.823773345609345,15.959247107979529,15.682789037154233
All Population,Life expectancy,Global,Male,60-64 years,Years,1975,14.728274939210262,14.893347830365562,14.547924673610227
All Population,Life expectancy,Global,Female,60-64 years,Years,1975,17.91786813800106,18.089055261876975,17.744067032007877
All Population,Life expectancy,Global,Both,60-64 years,Years,1975,16.383343416900207,16.503932517181706,16.256349822407472
All Population,Life expectancy,Global,Male,60-64 years,Years,1980,15.298402685195656,15.480081816712596,15.131325640991667
All Population,Life expectancy,Global,Female,60-64 years,Years,1980,18.58235151364658,18.75584918058164,18.41382740798248
All Population,Life expectancy,Global,Both,60-64 years,Years,1980,17.001487926654352,17.12758804567257,16.87023047907834
All Population,Life expectancy,Global,Male,60-64 years,Years,1985,15.92951496522532,16.10702621708017,15.741940853932583
All Population,Life expectancy,Global,Female,60-64 years,Years,1985,19.277687059748263,19.440108252675063,19.103235907561924
All Population,Life expectancy,Global,Both,60-64 years,Years,1985,17.665760220322362,17.781823250193323,17.541871509192255
All Population,Life expectancy,Global,Male,60-64 years,Years,1990,16.28166975703325,16.46090786051249,16.0861394724311
All Population,Life expectancy,Global,Female,60-64 years,Years,1990,19.751719215085345,19.907875839459543,19.588557885788497
All Population,Life expectancy,Global,Both,60-64 years,Years,1990,18.06294798280806,18.186306338758026,17.9246543057288
All Population,Life expectancy,Global,Male,60-64 years,Years,1995,16.687418211033396,16.858085763791106,16.49603382119127
All Population,Life expectancy,Global,Female,60-64 years,Years,1995,20.156321372949346,20.318695588807106,19.983015620765823
All Population,Life expectancy,Global,Both,60-64 years,Years,1995,18.455841215903433,18.582551847638303,18.32830139381214
